YEAR,ST,STATE,RESIDENTIAL,COMMERCIAL,INDUSTRIAL,OTHER,TOTAL,TRANSPORTATION,,,
2036,GA,Georgia,"77,033,916","50,303,092","31,420,722","3,900,456","162,830,012","171,827",,,
2036,HI,Hawaii,"2,709,542","2,656,153","3,635,247","57,829","9,058,770",0,,,
2036,ID,Idaho,"10,390,347","5,899,059","8,433,468","322,846","25,045,719",0,,,
2036,IL,Illinois,"53,273,588","45,477,247","43,250,445","16,157,597","158,692,593","533,716",,,
2036,IN,Indiana,"35,956,559","28,645,041","45,316,682","566,124","110,510,071","25,665",,,
2036,IA,Iowa,"16,999,683","15,581,951","31,769,269","7,788,358","72,139,262",0,,,
2036,KS,Kansas,"16,376,378","19,871,485","13,679,312","430,519","50,357,694",0,,,
2036,KY,Kentucky,"36,282,077","25,684,200","33,863,069","5,632,125","101,461,471",0,,,
2036,LA,Louisiana,"37,334,341","30,543,988","33,966,070","2,644,708","104,498,947","9,839",,,
2036,ME,Maine,"4,793,809","5,013,301","2,789,926","116,134","12,713,170",0,,,
2036,MD,Maryland,"32,704,439","28,893,335","3,718,412","1,822,924","67,835,221","696,111",,,
2036,MA,Massachusetts,"22,023,532","22,357,700","10,089,127","848,431","55,677,397","358,607",,,
2036,MI,Michigan,"39,025,099","37,755,795","30,369,398","1,076,492","108,231,781","4,997",,,
2036,MN,Minnesota,"26,644,019","31,590,963","21,748,034","724,121","80,716,460","9,323",,,
2036,MS,Mississippi,"22,731,121","18,631,341","15,994,186","814,557","58,171,205",0,,,
2036,MO,Missouri,"44,941,841","25,706,296","14,852,185","2,065,145","87,577,279","11,812",,,
2036,MT,Montana,"6,419,111","6,256,612","4,778,581","395,607","17,849,911",0,,,
2036,NE,Nebraska,"12,358,534","12,018,791","14,136,081","1,428,980","39,942,386",0,,,
2036,NV,Nevada,"17,163,422","15,492,735","16,289,007","740,136","49,691,590","6,290",,,
2036,NH,New Hampshire,"5,129,754","4,143,914","1,923,973","211,922","11,409,563",0,,,
2036,NJ,New Jersey,"33,807,052","35,509,022","2,270,498","678,525","72,560,736","295,638",,,
2036,NM,New Mexico,"8,809,578","11,704,742","12,706,534","1,533,327","34,754,182",0,,,
2036,NY,New York,"58,144,874","91,604,109","9,178,834","18,281,712","180,080,891","2,871,361",,,
2036,NC,North Carolina,"76,426,076","53,874,371","27,391,009","3,571,864","161,282,010","18,691",,,
2036,ND,North Dakota,"6,398,325","10,107,061","18,997,591","493,925","35,996,902",0,,,
2036,OH,Ohio,"58,077,750","47,757,394","50,249,178","4,285,910","160,409,180","38,948",,,
2036,OK,Oklahoma,"28,409,699","25,040,616","26,262,082","7,911,153","87,623,551",0,,,
2036,OR,Oregon,"21,560,580","17,695,480","14,668,288","621,437","54,585,116","39,331",,,
2036,PA,Pennsylvania,"64,745,324","21,617,954","48,461,409","1,337,739","135,575,961","-586,465",,,
2036,RI,Rhode Island,"3,412,760","4,320,002","300,266","156,189","8,216,222","27,005",,,
2036,SC,South Carolina,"39,103,339","24,159,379","27,829,923","1,475,194","92,567,834",0,,,
2036,SD,South Dakota,"6,341,327","6,903,407","3,666,533","424,764","17,336,032",0,,,
2036,TN,Tennessee,"51,278,407","36,151,394","21,104,523","1,100,272","109,634,595",-1,,,
2036,TX,Texas,"199,314,338","188,759,362","159,569,737","11,338,011","559,168,065","186,616",,,
2036,US,United States,"1,762,797,704","1,352,416,641","996,772,672","105,551,904","4,225,099,582","7,560,661",,,
2036,UT,Utah,"12,959,805","16,166,629","11,674,247","838,632","41,692,524","53,211",,,
2036,VT,Vermont,"2,081,545","1,744,061","1,472,845","50,642","5,349,093",0,,,
2036,VA,Virginia,"57,950,990","73,776,290","17,736,432","18,345,916","167,994,013","184,384",,,
2036,WA,Washington,"40,597,641","36,061,817","24,879,165","3,679,766","105,233,010","14,620",,,
2036,WV,West Virginia,"13,480,454","7,161,248","14,526,664","88,361","35,256,727",0,,,
2036,WI,Wisconsin,"25,463,473","29,905,391","23,067,138","722,708","79,159,945","1,234",,,
2036,WY,Wyoming,"3,511,466","3,159,838","11,868,155","154,947","18,694,407",0,,,
2037,AL,Alabama,"39,965,427","30,585,375","32,475,889","662,769","103,689,460",0,,,
2037,AK,Alaska,"1,385,699","3,052,678","1,743,628","198,340","6,380,346",0,,,
2037,AZ,Arizona,"46,725,656","28,933,783","13,782,704","2,487,336","91,953,160","23,681",,,
2037,AR,Arkansas,"23,993,142","15,594,378","21,933,585","731,093","62,252,614",416,,,
2037,CA,California,"100,527,011","135,747,834","47,807,729","8,053,082","292,956,997","821,341",,,
2037,CO,Colorado,"25,374,203","25,802,576","21,666,016","964,330","73,962,887","155,762",,,
2037,CT,Connecticut,"12,623,274","12,157,788","1,192,256","450,023","26,605,237","181,895",,,
2037,DC,DC,"3,222,227","7,952,305","179,632","606,207","12,370,420","410,048",,,
2037,DE,Delaware,"6,481,013","5,722,762","2,043,826","55,432","14,303,033",0,,,
2037,FL,Florida,"161,981,684","123,320,424","17,148,803","9,626,352","312,168,285","91,022",,,
2037,GA,Georgia,"78,064,044","50,473,167","31,393,501","3,965,196","164,067,751","171,844",,,
2037,HI,Hawaii,"2,708,880","2,632,522","3,635,247","57,829","9,034,478",0,,,
2037,ID,Idaho,"10,492,534","5,899,057","8,433,316","322,846","25,147,753",0,,,
2037,IL,Illinois,"53,696,395","45,205,618","43,250,445","16,342,059","159,028,232","533,716",,,
2037,IN,Indiana,"36,112,018","28,926,624","45,316,682","566,300","110,947,570","25,946",,,
2037,IA,Iowa,"17,136,624","15,774,442","32,212,243","7,940,183","73,063,492",0,,,
2037,KS,Kansas,"16,523,483","20,104,142","13,800,881","430,519","50,859,024",0,,,
2037,KY,Kentucky,"36,863,828","26,041,417","33,978,859","5,699,237","102,583,340",0,,,
2037,LA,Louisiana,"37,683,210","30,909,091","33,827,932","2,644,708","105,074,781","9,839",,,
2037,ME,Maine,"4,793,809","5,064,183","2,789,926","116,134","12,764,052",0,,,
2037,MD,Maryland,"32,995,133","28,893,335","3,718,412","1,847,950","68,158,052","703,223",,,
2037,MA,Massachusetts,"22,165,562","22,348,911","10,097,349","848,647","55,819,074","358,607",,,
2037,MI,Michigan,"39,315,324","37,749,620","30,369,398","1,076,500","108,515,838","4,997",,,
2037,MN,Minnesota,"26,900,246","32,101,943","21,748,034","724,121","81,483,148","8,804",,,
2037,MS,Mississippi,"22,958,199","18,889,715","15,994,186","814,557","58,656,657",0,,,
2037,MO,Missouri,"45,438,534","25,408,572","14,862,584","2,091,214","87,812,244","11,339",,,
2037,MT,Montana,"6,486,014","6,333,114","4,778,581","395,607","17,993,316",0,,,
2037,NE,Nebraska,"12,479,169","12,169,501","14,342,994","1,428,980","40,420,644",0,,,
2037,NV,Nevada,"17,416,115","15,743,623","16,516,270","740,136","50,422,425","6,281",,,
2037,NH,New Hampshire,"5,166,397","4,135,859","1,923,973","214,211","11,440,440",0,,,
2037,NJ,New Jersey,"34,091,462","35,361,748","1,990,948","682,875","72,422,672","295,638",,,
2037,NM,New Mexico,"8,923,579","11,862,147","12,885,736","1,533,327","35,204,789",0,,,
2037,NY,New York,"58,569,051","92,575,479","8,685,991","18,420,451","181,122,334","2,871,361",,,
2037,NC,North Carolina,"77,362,803","54,141,941","27,391,009","3,612,973","162,527,418","18,691",,,
2037,ND,North Dakota,"6,473,201","10,287,768","19,560,857","493,925","36,815,752",0,,,
2037,OH,Ohio,"58,360,622","47,860,245","50,249,178","4,285,910","160,794,903","38,948",,,
2037,OK,Oklahoma,"28,681,334","25,332,065","26,577,265","8,039,022","88,629,685",0,,,
2037,OR,Oregon,"21,692,357","17,770,334","14,668,288","621,441","54,792,479","40,060",,,
2037,PA,Pennsylvania,"65,317,565","20,477,517","48,461,409","1,337,739","134,936,544","-657,686",,,
2037,RI,Rhode Island,"3,435,467","4,359,739","276,822","156,196","8,255,228","27,005",,,
2037,SC,South Carolina,"39,555,458","24,276,499","27,845,338","1,490,516","93,167,811",0,,,
2037,SD,South Dakota,"6,416,874","7,021,959","3,710,219","424,486","17,573,538",0,,,
2037,TN,Tennessee,"51,763,072","36,151,394","21,104,523","1,100,272","110,119,260",-1,,,
2037,TX,Texas,"201,879,296","191,509,823","161,210,668","11,338,012","566,124,415","186,616",,,
2037,US,United States,"1,780,946,255","1,351,465,742","996,771,000","105,551,904","4,242,295,562","7,560,661",,,
2037,UT,Utah,"13,149,233","16,419,933","11,802,683","838,632","42,263,693","53,211",,,
2037,VT,Vermont,"2,081,545","1,732,861","1,473,060","50,642","5,338,107",0,,,
2037,VA,Virginia,"58,591,173","74,940,709","17,739,312","18,571,552","170,027,129","184,383",,,
2037,WA,Washington,"40,849,565","36,461,357","24,879,165","3,679,766","105,884,474","14,620",,,
2037,WV,West Virginia,"13,606,226","7,133,445","14,526,664","88,361","35,354,697",0,,,
2037,WI,Wisconsin,"25,655,437","30,279,466","23,052,562","722,708","79,711,407","1,234",,,
2037,WY,Wyoming,"3,550,413","3,158,115","11,958,126","154,947","18,821,601",0,,,
2038,AL,Alabama,"40,373,412","31,002,536","32,475,568","662,769","104,514,285",0,,,
2038,AK,Alaska,"1,354,192","3,075,669","1,770,955","198,340","6,399,156",0,,,
2038,AZ,Arizona,"47,392,635","28,923,032","13,782,704","2,487,330","92,610,078","24,378",,,
2038,AR,Arkansas,"24,279,238","15,796,916","22,184,806","731,093","62,992,469",416,,,
2038,CA,California,"101,249,402","136,940,526","47,807,729","8,053,082","294,872,080","821,341",,,
2038,CO,Colorado,"25,705,839","26,063,205","21,986,850","964,330","74,875,995","155,772",,,
2038,CT,Connecticut,"12,623,274","12,157,788","1,087,838","449,792","26,500,587","181,895",,,
2038,DC,DC,"3,259,153","7,952,305","179,632","612,359","12,417,021","413,572",,,
2038,DE,Delaware,"6,561,874","5,795,155","2,043,826","55,432","14,456,288",0,,,
2038,FL,Florida,"163,915,025","124,846,550","17,159,425","9,735,989","315,748,021","91,033",,,
2038,GA,Georgia,"79,094,173","50,643,241","31,368,249","4,029,936","165,307,456","171,857",,,
2038,HI,Hawaii,"2,708,578","2,608,892","3,635,247","57,829","9,010,545",0,,,
2038,ID,Idaho,"10,594,722","5,899,056","8,433,214","322,846","25,249,838",0,,,
2038,IL,Illinois,"54,119,290","44,933,989","43,250,445","16,526,520","159,363,960","533,716",,,
2038,IN,Indiana,"36,257,797","29,208,208","45,316,682","566,025","111,374,939","26,227",,,
2038,IA,Iowa,"17,273,603","15,966,932","32,655,216","8,092,008","73,987,760",0,,,
2038,KS,Kansas,"16,670,601","20,336,798","13,922,450","430,519","51,360,368",0,,,
2038,KY,Kentucky,"37,445,578","26,398,634","34,085,015","5,766,348","103,695,576",0,,,
2038,LA,Louisiana,"38,032,079","31,274,194","33,696,819","2,644,708","105,657,639","9,839",,,
2038,ME,Maine,"4,793,809","5,115,066","2,789,926","116,134","12,814,934",0,,,
2038,MD,Maryland,"33,285,826","28,893,335","3,718,412","1,872,975","68,480,882","710,334",,,
2038,MA,Massachusetts,"22,307,591","22,342,106","10,103,580","848,835","55,960,719","358,607",,,
2038,MI,Michigan,"39,605,550","37,743,444","30,369,398","1,076,507","108,799,894","4,997",,,
2038,MN,Minnesota,"27,156,474","32,612,923","21,748,034","724,121","82,249,865","8,313",,,
2038,MS,Mississippi,"23,185,277","19,148,089","15,994,186","814,557","59,142,109",0,,,
2038,MO,Missouri,"45,935,304","25,110,848","14,871,032","2,117,284","88,045,353","10,885",,,
2038,MT,Montana,"6,552,917","6,409,615","4,778,581","395,607","18,136,721",0,,,
2038,NE,Nebraska,"12,599,804","12,320,211","14,549,907","1,428,980","40,898,901",0,,,
2038,NV,Nevada,"17,668,808","15,994,510","16,743,533","740,136","51,153,262","6,275",,,
2038,NH,New Hampshire,"5,203,039","4,127,803","1,923,973","216,501","11,471,316",0,,,
2038,NJ,New Jersey,"34,375,872","35,214,474","1,711,399","687,164","72,284,548","295,638",,,
2038,NM,New Mexico,"9,037,580","12,019,552","13,064,935","1,533,327","35,655,395",0,,,
2038,NY,New York,"58,993,235","93,546,849","8,193,148","18,559,191","182,163,784","2,871,361",,,
2038,NC,North Carolina,"78,299,531","54,409,512","27,391,009","3,654,082","163,772,825","18,691",,,
2038,ND,North Dakota,"6,548,077","10,468,476","20,124,124","493,925","37,634,602",0,,,
2038,OH,Ohio,"58,643,495","47,963,095","50,249,178","4,285,910","161,180,626","38,948",,,
2038,OK,Oklahoma,"28,952,969","25,623,513","26,892,447","8,166,891","89,635,820",0,,,
2038,OR,Oregon,"21,824,134","17,845,187","14,668,288","621,444","54,999,841","40,788",,,
2038,PA,Pennsylvania,"65,889,807","19,338,092","48,461,411","1,337,739","134,298,159","-728,890",,,
2038,RI,Rhode Island,"3,458,174","4,399,475","253,379","156,200","8,294,232","27,005",,,
2038,SC,South Carolina,"40,007,577","24,393,620","27,858,960","1,505,838","93,765,994",0,,,
2038,SD,South Dakota,"6,492,421","7,140,510","3,753,906","424,237","17,811,074",0,,,
2038,TN,Tennessee,"52,247,737","36,151,394","21,104,523","1,100,272","110,603,926",-1,,,
2038,TX,Texas,"204,444,253","194,260,284","162,851,598","11,338,013","573,080,765","186,616",,,
2038,US,United States,"1,799,094,818","1,350,514,844","996,769,894","105,551,904","4,259,492,121","7,560,661",,,
2038,UT,Utah,"13,338,662","16,673,238","11,931,118","838,632","42,834,861","53,211",,,
2038,VT,Vermont,"2,081,545","1,721,661","1,473,228","50,642","5,327,076",0,,,
2038,VA,Virginia,"59,231,355","76,105,127","17,741,913","18,797,188","172,059,966","184,383",,,
2038,WA,Washington,"41,101,488","36,860,897","24,879,165","3,679,766","106,535,937","14,620",,,
2038,WV,West Virginia,"13,731,999","7,105,663","14,526,664","88,361","35,452,687",0,,,
2038,WI,Wisconsin,"25,847,402","30,653,542","23,039,104","722,708","80,263,989","1,234",,,
2038,WY,Wyoming,"3,589,359","3,156,751","12,048,098","154,947","18,949,156",0,,,
2039,AL,Alabama,"40,781,397","31,419,698","32,475,318","662,769","105,339,181",0,,,
2039,AK,Alaska,"1,322,685","3,098,660","1,798,281","198,340","6,417,967",0,,,
2039,AZ,Arizona,"48,059,613","28,913,164","13,782,704","2,487,326","93,267,881","25,074",,,
2039,AR,Arkansas,"24,565,334","15,999,455","22,436,027","731,093","63,732,325",416,,,
2039,CA,California,"101,971,792","138,133,219","47,807,729","8,053,082","296,787,162","821,341",,,
2039,CO,Colorado,"26,037,476","26,323,833","22,307,683","964,330","75,789,101","155,778",,,
2039,CT,Connecticut,"12,623,274","12,157,788","983,419","449,585","26,395,962","181,895",,,
2039,DC,DC,"3,296,078","7,952,305","179,632","618,465","12,463,576","417,095",,,
2039,DE,Delaware,"6,642,736","5,867,548","2,043,826","55,432","14,609,542",0,,,
2039,FL,Florida,"165,848,366","126,372,675","17,168,943","9,845,626","319,326,649","91,039",,,
2039,GA,Georgia,"80,124,301","50,813,316","31,344,825","4,094,676","166,548,985","171,867",,,
2039,HI,Hawaii,"2,708,527","2,585,262","3,635,247","57,829","8,986,864",0,,,
2039,ID,Idaho,"10,696,910","5,899,056","8,433,146","322,846","25,351,957",0,,,
2039,IL,Illinois,"54,542,136","44,662,360","43,250,445","16,710,982","159,699,638","533,716",,,
2039,IN,Indiana,"36,396,467","29,489,791","45,316,682","565,658","111,795,106","26,508",,,
2039,IA,Iowa,"17,410,560","16,159,423","33,098,190","8,243,833","74,912,006",0,,,
2039,KS,Kansas,"16,817,712","20,569,455","14,044,019","430,519","51,861,704",0,,,
2039,KY,Kentucky,"38,027,328","26,755,851","34,182,339","5,833,460","104,798,978",0,,,
2039,LA,Louisiana,"38,380,948","31,639,297","33,572,373","2,644,708","106,247,166","9,839",,,
2039,ME,Maine,"4,793,809","5,165,948","2,789,926","116,134","12,865,816",0,,,
2039,MD,Maryland,"33,576,520","28,893,335","3,718,412","1,898,001","68,803,713","717,446",,,
2039,MA,Massachusetts,"22,449,621","22,336,838","10,108,302","848,999","56,102,367","358,607",,,
2039,MI,Michigan,"39,895,775","37,737,268","30,369,398","1,076,512","109,083,949","4,997",,,
2039,MN,Minnesota,"27,412,701","33,123,903","21,748,034","724,121","83,016,610","7,850",,,
2039,MS,Mississippi,"23,412,354","19,406,463","15,994,186","814,557","59,627,561",0,,,
2039,MO,Missouri,"46,432,031","24,813,124","14,877,894","2,143,354","88,276,852","10,449",,,
2039,MT,Montana,"6,619,820","6,486,117","4,778,581","395,607","18,280,125",0,,,
2039,NE,Nebraska,"12,720,439","12,470,921","14,756,820","1,428,980","41,377,159",0,,,
2039,NV,Nevada,"17,921,501","16,245,398","16,970,796","740,136","51,884,100","6,269",,,
2039,NH,New Hampshire,"5,239,682","4,119,748","1,923,973","218,791","11,502,193",0,,,
2039,NJ,New Jersey,"34,660,282","35,067,200","1,431,849","691,505","72,146,474","295,638",,,
2039,NM,New Mexico,"9,151,581","12,176,957","13,244,133","1,533,327","36,105,998",0,,,
2039,NY,New York,"59,417,415","94,518,219","7,700,305","18,697,931","183,205,230","2,871,361",,,
2039,NC,North Carolina,"79,236,259","54,677,082","27,391,009","3,695,191","165,018,232","18,691",,,
2039,ND,North Dakota,"6,622,953","10,649,183","20,687,390","493,925","38,453,452",0,,,
2039,OH,Ohio,"58,926,368","48,065,946","50,249,178","4,285,910","161,566,350","38,948",,,
2039,OK,Oklahoma,"29,224,604","25,914,962","27,207,629","8,294,760","90,641,955",0,,,
2039,OR,Oregon,"21,955,911","17,920,040","14,668,288","621,446","55,207,202","41,517",,,
2039,PA,Pennsylvania,"66,462,049","18,197,476","48,461,411","1,337,739","133,658,570","-800,105",,,
2039,RI,Rhode Island,"3,480,881","4,439,212","229,935","156,201","8,333,234","27,005",,,
2039,SC,South Carolina,"40,459,695","24,510,740","27,870,997","1,521,159","94,362,592",0,,,
2039,SD,South Dakota,"6,567,968","7,259,062","3,797,592","424,015","18,048,636",0,,,
2039,TN,Tennessee,"52,732,402","36,151,394","21,104,523","1,100,272","111,088,591",-1,,,
2039,TX,Texas,"207,009,211","197,010,745","164,492,528","11,338,013","580,037,114","186,616",,,
2039,US,United States,"1,817,243,376","1,349,563,945","996,769,162","105,551,904","4,276,689,049","7,560,661",,,
2039,UT,Utah,"13,528,090","16,926,543","12,059,554","838,632","43,406,030","53,211",,,
2039,VT,Vermont,"2,081,545","1,710,460","1,473,360","50,642","5,316,007",0,,,
2039,VA,Virginia,"59,871,537","77,269,546","17,744,262","19,022,824","174,092,551","184,383",,,
2039,WA,Washington,"41,353,412","37,260,437","24,879,165","3,679,766","107,187,401","14,620",,,
2039,WV,West Virginia,"13,857,771","7,077,869","14,526,664","88,361","35,550,666",0,,,
2039,WI,Wisconsin,"26,039,366","31,027,617","23,026,677","722,708","80,817,601","1,234",,,
2039,WY,Wyoming,"3,628,306","3,155,673","12,138,069","154,947","19,076,995",0,,,
2040,AL,Alabama,"41,189,382","31,836,859","32,475,122","662,768","106,164,132",0,,,
2040,AK,Alaska,"1,291,179","3,121,650","1,825,608","198,340","6,436,777",0,,,
2040,AZ,Arizona,"48,726,591","28,904,107","13,782,704","2,487,323","93,926,495","25,771",,,
2040,AR,Arkansas,"24,851,430","16,201,993","22,687,248","731,093","64,472,180",416,,,
2040,CA,California,"102,694,182","139,325,911","47,807,729","8,053,082","298,702,245","821,341",,,
2040,CO,Colorado,"26,369,113","26,584,462","22,628,516","964,330","76,702,203","155,783",,,
2040,CT,Connecticut,"12,623,274","12,157,788","879,000","449,399","26,291,357","181,895",,,
2040,DC,DC,"3,333,004","7,952,305","179,632","624,608","12,510,168","420,619",,,
2040,DE,Delaware,"6,723,598","5,939,941","2,043,826","55,432","14,762,797",0,,,
2040,FL,Florida,"167,781,706","127,898,801","17,177,472","9,955,264","322,904,283","91,041",,,
2040,GA,Georgia,"81,154,429","50,983,391","31,323,096","4,159,416","167,792,207","171,874",,,
2040,HI,Hawaii,"2,708,641","2,561,632","3,635,247","57,829","8,963,348",0,,,
2040,ID,Idaho,"10,799,097","5,899,056","8,433,100","322,846","25,454,098",0,,,
2040,IL,Illinois,"54,965,009","44,390,731","43,250,445","16,895,443","160,035,344","533,716",,,
2040,IN,Indiana,"36,547,613","29,771,375","45,316,682","565,540","112,227,999","26,789",,,
2040,IA,Iowa,"17,547,529","16,351,914","33,541,164","8,395,658","75,836,264",0,,,
2040,KS,Kansas,"16,964,827","20,802,111","14,165,587","430,519","52,363,044",0,,,
2040,KY,Kentucky,"38,609,079","27,113,068","34,271,564","5,900,572","105,894,283",0,,,
2040,LA,Louisiana,"38,729,817","32,004,400","33,454,256","2,644,708","106,843,020","9,839",,,
2040,ME,Maine,"4,793,809","5,216,830","2,789,926","116,134","12,916,699",0,,,
2040,MD,Maryland,"33,867,214","28,893,335","3,718,412","1,923,026","69,126,544","724,557",,,
2040,MA,Massachusetts,"22,591,651","22,332,759","10,111,882","849,142","56,244,040","358,607",,,
2040,MI,Michigan,"40,186,001","37,731,092","30,369,398","1,076,515","109,368,003","4,997",,,
2040,MN,Minnesota,"27,668,928","33,634,883","21,748,034","724,121","83,783,380","7,413",,,
2040,MS,Mississippi,"23,639,432","19,664,837","15,994,186","814,557","60,113,013",0,,,
2040,MO,Missouri,"46,928,782","24,515,400","14,883,469","2,169,423","88,507,104","10,030",,,
2040,MT,Montana,"6,686,723","6,562,619","4,778,581","395,607","18,423,530",0,,,
2040,NE,Nebraska,"12,841,074","12,621,631","14,963,733","1,428,980","41,855,417",0,,,
2040,NV,Nevada,"18,174,194","16,496,285","17,198,059","740,136","52,614,940","6,265",,,
2040,NH,New Hampshire,"5,276,324","4,111,693","1,923,973","221,080","11,533,070",0,,,
2040,NJ,New Jersey,"34,944,692","34,919,926","1,152,300","695,802","72,008,358","295,638",,,
2040,NM,New Mexico,"9,265,582","12,334,362","13,423,330","1,533,327","36,556,601",0,,,
2040,NY,New York,"59,841,597","95,489,589","7,207,461","18,836,670","184,246,679","2,871,361",,,
2040,NC,North Carolina,"80,172,987","54,944,652","27,391,009","3,736,301","166,263,639","18,691",,,
2040,ND,North Dakota,"6,697,829","10,829,891","21,250,656","493,925","39,272,302",0,,,
2040,OH,Ohio,"59,209,241","48,168,796","50,249,178","4,285,910","161,952,073","38,948",,,
2040,OK,Oklahoma,"29,496,239","26,206,411","27,522,812","8,422,629","91,648,090",0,,,
2040,OR,Oregon,"22,087,687","17,994,893","14,668,288","621,448","55,414,563","42,246",,,
2040,PA,Pennsylvania,"67,034,290","17,057,676","48,461,410","1,337,739","133,019,804","-871,312",,,
2040,RI,Rhode Island,"3,503,588","4,478,948","206,492","156,201","8,372,233","27,005",,,
2040,SC,South Carolina,"40,911,814","24,627,861","27,881,633","1,536,481","94,957,790",0,,,
2040,SD,South Dakota,"6,643,515","7,377,613","3,841,278","423,816","18,286,221",0,,,
2040,TN,Tennessee,"53,217,067","36,151,394","21,104,523","1,100,272","111,573,256",-1,,,
2040,TX,Texas,"209,574,169","199,761,206","166,133,459","11,338,014","586,993,464","186,616",,,
2040,US,United States,"1,835,391,937","1,348,613,047","996,768,678","105,551,904","4,293,886,227","7,560,661",,,
2040,UT,Utah,"13,717,518","17,179,847","12,187,990","838,632","43,977,198","53,211",,,
2040,VT,Vermont,"2,081,545","1,699,260","1,473,464","50,642","5,304,911",0,,,
2040,VA,Virginia,"60,511,719","78,433,964","17,746,384","19,248,460","176,124,910","184,382",,,
2040,WA,Washington,"41,605,336","37,659,977","24,879,165","3,679,766","107,838,865","14,620",,,
2040,WV,West Virginia,"13,983,543","7,050,082","14,526,664","88,361","35,648,651",0,,,
2040,WI,Wisconsin,"26,231,331","31,401,692","23,015,203","722,708","81,372,167","1,234",,,
2040,WY,Wyoming,"3,667,252","3,154,820","12,228,041","154,947","19,205,060",0,,,
2041,AL,Alabama,"41,597,367","32,254,020","32,474,970","662,768","106,989,126",0,,,
2041,AK,Alaska,"1,259,672","3,144,641","1,852,934","198,340","6,455,588",0,,,
2041,AZ,Arizona,"49,393,569","28,895,794","13,782,704","2,487,321","94,585,854","26,467",,,
2041,AR,Arkansas,"25,137,526","16,404,531","22,938,468","731,093","65,212,035",416,,,
2041,CA,California,"103,416,572","140,518,603","47,807,729","8,053,082","300,617,328","821,341",,,
2041,CO,Colorado,"26,700,749","26,845,091","22,949,349","964,330","77,615,305","155,786",,,
2041,CT,Connecticut,"12,623,274","12,157,788","774,582","449,233","26,186,772","181,895",,,
2041,DC,DC,"3,369,930","7,952,305","179,632","630,721","12,556,730","424,143",,,
2041,DE,Delaware,"6,804,460","6,012,334","2,043,826","55,432","14,916,052",0,,,
2041,FL,Florida,"169,715,047","129,424,926","17,185,115","10,064,901","326,481,028","91,039",,,
2041,GA,Georgia,"82,184,558","51,153,465","31,302,939","4,224,157","169,036,999","171,880",,,
2041,HI,Hawaii,"2,708,854","2,538,001","3,635,247","57,829","8,939,931",0,,,
2041,ID,Idaho,"10,901,285","5,899,056","8,433,069","322,846","25,556,255",0,,,
2041,IL,Illinois,"55,387,868","44,119,101","43,250,445","17,079,905","160,371,035","533,716",,,
2041,IN,Indiana,"36,690,640","30,052,959","45,316,682","565,707","112,653,059","27,070",,,
2041,IA,Iowa,"17,684,491","16,544,404","33,984,137","8,547,483","76,760,516",0,,,
2041,KS,Kansas,"17,111,940","21,034,768","14,287,156","430,519","52,864,383",0,,,
2041,KY,Kentucky,"39,190,829","27,470,285","34,353,366","5,967,683","106,982,163",0,,,
2041,LA,Louisiana,"39,078,686","32,369,503","33,342,145","2,644,708","107,444,881","9,839",,,
2041,ME,Maine,"4,793,809","5,267,712","2,789,926","116,134","12,967,581",0,,,
2041,MD,Maryland,"34,157,908","28,893,335","3,718,412","1,948,052","69,449,375","731,668",,,
2041,MA,Massachusetts,"22,733,680","22,329,601","10,114,594","849,267","56,385,750","358,607",,,
2041,MI,Michigan,"40,476,227","37,724,917","30,369,398","1,076,519","109,652,056","4,997",,,
2041,MN,Minnesota,"27,925,156","34,145,864","21,748,034","724,121","84,550,175","7,000",,,
2041,MS,Mississippi,"23,866,510","19,923,212","15,994,186","814,557","60,598,465",0,,,
2041,MO,Missouri,"47,425,519","24,217,676","14,887,997","2,195,493","88,736,313","9,628",,,
2041,MT,Montana,"6,753,626","6,639,121","4,778,581","395,607","18,566,935",0,,,
2041,NE,Nebraska,"12,961,709","12,772,340","15,170,646","1,428,980","42,333,675",0,,,
2041,NV,Nevada,"18,426,888","16,747,173","17,425,322","740,136","53,345,780","6,262",,,
2041,NH,New Hampshire,"5,312,967","4,103,637","1,923,973","223,370","11,563,947",0,,,
2041,NJ,New Jersey,"35,229,102","34,772,651","872,750","700,136","71,870,278","295,638",,,
2041,NM,New Mexico,"9,379,583","12,491,766","13,602,527","1,533,327","37,007,203",0,,,
2041,NY,New York,"60,265,778","96,460,958","6,714,618","18,975,410","185,288,126","2,871,361",,,
2041,NC,North Carolina,"81,109,715","55,212,222","27,391,009","3,777,410","167,509,047","18,691",,,
2041,ND,North Dakota,"6,772,705","11,010,599","21,813,923","493,925","40,091,152",0,,,
2041,OH,Ohio,"59,492,114","48,271,647","50,249,178","4,285,910","162,337,796","38,948",,,
2041,OK,Oklahoma,"29,767,874","26,497,859","27,837,994","8,550,498","92,654,225",0,,,
2041,OR,Oregon,"22,219,464","18,069,747","14,668,288","621,449","55,621,923","42,975",,,
2041,PA,Pennsylvania,"67,606,532","15,917,535","48,461,411","1,337,739","132,380,692","-942,525",,,
2041,RI,Rhode Island,"3,526,294","4,518,685","183,048","156,199","8,411,231","27,005",,,
2041,SC,South Carolina,"41,363,933","24,744,982","27,891,032","1,551,803","95,551,750",0,,,
2041,SD,South Dakota,"6,719,061","7,496,164","3,884,965","423,637","18,523,828",0,,,
2041,TN,Tennessee,"53,701,732","36,151,394","21,104,523","1,100,272","112,057,921",-1,,,
