"YEAR","ST","STATE","RESIDENTIAL","COMMERCIAL","INDUSTRIAL","OTHER","TOTAL","TRANSPORTATION"
1990,"AK","Alaska",1661311,1972116,459282,161131,4253840,0
1990,"AL","Alabama",20718677,10978790,27617687,610459,59925613,0
1990,"AR","Arkansas",10557866,6075079,10126208,606143,27365296,0
1990,"AZ","Arizona",15377684,13731290,10033740,2326871,41469585,0
1990,"CA","California",66574670,79691297,55891513,8935442,211092922,0
1990,"CO","Colorado",9787280,13553026,6586859,867423,30794588,0
1990,"CT","Connecticut",10375882,10342476,6099933,368947,27187238,0
1990,"DC","District of Columbia",1480356,5073157,2976219,318713,9848445,0
1990,"DE","Delaware",2651448,2310713,3271592,50114,8283867,0
1990,"FL","Florida",71114670,51342236,16604579,4473393,143534878,0
1990,"GA","Georgia",29932837,22867547,26717324,922408,80440116,0
1990,"HI","Hawaii",2323950,2194416,3733752,58419,8310537,0
1990,"IA","Iowa",10513101,6727381,11392481,804416,29437379,0
1990,"ID","Idaho",5626311,4894064,7165289,317758,18003422,0
1990,"IL","Illinois",32871442,31734447,39298519,7672368,111576776,0
1990,"IN","Indiana",22110951,15501743,35743096,626429,73982219,0
1990,"KS","Kansas",9514696,9169287,8087146,377638,27148767,0
1990,"KY","Kentucky",16813546,9252216,32543259,2487853,61096874,0
1990,"LA","Louisiana",21433523,13814112,25861967,2716288,63825890,0
1990,"MA","Massachusetts",15581197,18565266,10156905,1138304,45441672,0
1990,"MD","Maryland",19101665,10452013,19308301,671751,49533730,0
1990,"ME","Maine",3932266,2672723,4750044,173942,11528975,0
1990,"MI","Michigan",25318849,20609561,35062022,1376437,82366869,0
1990,"MN","Minnesota",14857556,8085873,23496827,726659,47166915,0
1990,"MO","Missouri",21652354,18468962,12937381,865940,53924637,0
1990,"MS","Mississippi",12265641,6746134,12454453,660849,32127077,0
1990,"MT","Montana",3358385,2737526,6529326,499346,13124583,0
1990,"NC","North Carolina",33144040,23834909,31264700,1680838,89924487,0
1990,"ND","North Dakota",2954024,1794510,1759711,505605,7013850,0
1990,"NE","Nebraska",6799606,5086141,4618083,1364422,17868252,0
1990,"NH","New Hampshire",3444195,2010427,3418391,106601,8979614,0
1990,"NJ","New Jersey",20497980,26838617,15040847,479243,62856687,0
1990,"NM","New Mexico",3565532,4464122,4412883,1378223,13820760,0
1990,"NV","Nevada",5539534,3865557,6262803,684000,16351894,0
1990,"NY","New York",38574310,46921092,31929350,11899687,129324439,0
1990,"OH","Ohio",37889450,30540857,69681659,4353506,142465472,0
1990,"OK","Oklahoma",17077366,11633983,11763696,2029175,42504220,0
1990,"OR","Oregon",15379614,11319208,15498134,780487,42977443,0
1990,"PA","Pennsylvania",38164153,29159185,45991878,1435443,114750659,0
1990,"RI","Rhode Island",2376295,2492124,1354202,196357,6418978,0
1990,"SC","South Carolina",18257716,11926737,24701257,766081,55651791,0
1990,"SD","South Dakota",2866175,1450044,1656961,360713,6333893,0
1990,"TN","Tennessee",28756837,12127834,35312603,947495,77144769,0
1990,"TX","Texas",82547572,62238153,84086943,8542459,237415127,0
1990,"UT","Utah",4246106,4514613,5766212,874743,15401674,0
1990,"VA","Virginia",28129556,20213040,16398544,7955129,72696269,0
1990,"VT","Vermont",1808617,1484125,1381171,42315,4716228,0
1990,"WA","Washington",28808844,17682979,40711980,3842348,91046151,0
1990,"WI","Wisconsin",16385266,12697935,19405054,709773,49198028,0
1990,"WV","West Virginia",7577864,4991118,10469459,93990,23132431,0
1990,"WY","Wyoming",1719933,2175801,7729470,143635,11768839,0
1991,"AK","Alaska",1602777,2005247,465878,181811,4255713,0
1991,"AL","Alabama",21293428,11349000,27985476,599421,61227325,0
1991,"AR","Arkansas",11000632,6300359,10517510,621756,28440257,0
1991,"AZ","Arizona",15641499,13982060,10404969,1819889,41848417,0
1991,"CA","California",66016700,78424653,56191047,8018089,208650489,0
1991,"CO","Colorado",10099387,13741501,6748179,867621,31456688,0
1991,"CT","Connecticut",10440510,10544097,5822464,364334,27171405,0
1991,"DC","District of Columbia",1580079,5238080,3053128,323876,10195163,0
1991,"DE","Delaware",2824340,2419529,3240945,51050,8535864,0
1991,"FL","Florida",72813985,52440505,16482264,4599487,146336241,0
1991,"GA","Georgia",30186631,23240750,27193100,918605,81539086,0
1991,"HI","Hawaii",2395661,2297841,3773038,57547,8524087,0
1991,"IA","Iowa",11159190,7123125,11684144,815003,30781462,0
1991,"ID","Idaho",5971037,4865137,6908837,300593,18045604,0
1991,"IL","Illinois",35963792,33118784,39712089,8073893,116868558,0
1991,"IN","Indiana",24220121,16381408,35786821,645386,77033736,0
1991,"KS","Kansas",9933309,9551120,8283739,384056,28152224,0
1991,"KY","Kentucky",18644458,9899870,32938945,2710529,64193802,0
1991,"LA","Louisiana",21576815,13970340,26583900,2573244,64704299,0
1991,"MA","Massachusetts",15379421,18516906,9793513,1106947,44796787,0
1991,"MD","Maryland",20295448,10667414,19448116,696831,51107809,0
1991,"ME","Maine",3817137,2685496,4708841,171310,11382784,0
1991,"MI","Michigan",26759510,21454734,35006636,1297663,84518543,0
1991,"MN","Minnesota",15655101,8416648,23937844,745004,48754597,0
1991,"MO","Missouri",23386303,19111774,13113852,902227,56514156,0
1991,"MS","Mississippi",12517521,6831768,13024289,645805,33019383,0
1991,"MT","Montana",3458893,2818850,6622098,506759,13406600,0
1991,"NC","North Carolina",34390834,24675721,31514220,1735708,92316483,0
1991,"ND","North Dakota",3096207,1875987,1762080,520927,7255201,0
1991,"NE","Nebraska",7138298,5291350,4689782,1485762,18605192,0
1991,"NH","New Hampshire",3356705,2029125,3265025,110919,8761774,0
1991,"NJ","New Jersey",21539103,27627097,15031232,485119,64682551,0
1991,"NM","New Mexico",3665112,4532876,4546441,1339515,14083944,0
1991,"NV","Nevada",5781827,3986737,6172512,684343,16625419,0
