"YEAR","ST","STATE","RESIDENTIAL","COMMERCIAL","INDUSTRIAL","OTHER","TOTAL","TRANSPORTATION"
2026,"MD","Maryland",33626940.7956012,30107590.3107103,4499877.77023141,1.36191176111394e-07,68762451.7795236,528042.902980578
2026,"ME","Maine",4480726.06818493,5379474.50613423,3026010.86042226,0.0762276490435278,12886211.5109691,0
2026,"MI","Michigan",42730898.2074826,41109083.4951,31471020.7484945,9.4132411943722e-07,115317582.834267,6580.38318909119
2026,"MN","Minnesota",27892551.4811663,22495791.5183464,23374890.8782914,1.32244860191393e-10,73780543.0617466,17309.1839424566
2026,"MO","Missouri",33817790.2111819,24925901.8558577,17544427.5604523,2.18333738302773e-34,76309708.6554958,21589.0280039028
2026,"MS","Mississippi",19912375.5462169,17292449.2955485,16408727.2831721,4.0353063199508e-15,53613552.1249375,0
2026,"MT","Montana",5760169.09571428,6474877.99207726,4221192.85981641,0.0159747221946598,16456239.9635827,0
2026,"NC","North Carolina",78361441.2592502,40304737.8993689,26896088.8249815,6.238168688543e-15,145569391.9924,7124.00879914413
2026,"ND","North Dakota",4484764.77954282,7187160.08860222,5123501.21908953,1.36949640128144e-08,16795426.0872346,0
2026,"NE","Nebraska",12553561.271021,12340885.8062273,15098469.9460158,0.0313960448219353,39992917.0546602,0
2026,"NH","New Hampshire",4481356.03188476,5492976.22959458,1951510.31315432,2.69969767474845e-18,11925842.5746337,0
2026,"NJ","New Jersey",26603776.7419381,27937425.5740094,2641491.08036127,2.48943125948846e-34,57469842.6712173,287149.274908493
2026,"NM","New Mexico",7438828.81410377,11195422.8300398,9537869.54675258,8.91506872088373e-07,28172121.190897,0
2026,"NV","Nevada",16944505.1045594,13180979.5301705,17426521.627848,1.74199101392675e-09,47560134.2574751,8127.99489722433
2026,"NY","New York",59347317.3344821,98541926.430961,862949.132516302,5.64276397432523e-33,161512500.955867,2760308.05790723
2026,"OH","Ohio",61417660.6438341,60366159.6748468,53379337.9035714,1.93951392161484e-07,175197087.229282,33929.007030036
2026,"OK","Oklahoma",28910612.0614298,19961104.5086258,16569724.8390348,0.0447494162303851,65441441.4538398,0
2026,"OR","Oregon",20899538.1995699,16876598.8633135,12005574.4484452,3.09695658044299e-05,49806515.5200751,24804.008715625
2026,"PA","Pennsylvania",64774914.168634,14111363.7669701,47173947.5029558,7.06333628908854e-07,126935264.962515,875039.523954032
2026,"RI","Rhode Island",3687061.62901133,3639868.05308249,925817.920914897,9.27290006396316e-36,8276417.02717697,23669.4241682595
2026,"SC","South Carolina",41281440.5322198,17697637.8149154,28163948.9955344,1.23995491991752e-14,87143027.3426696,0
2026,"SD","South Dakota",5545125.43173348,6710599.86529853,2723856.23657269,0.00143947250614684,14979581.5350442,0
2026,"TN","Tennessee",49937799.1690243,28150228.5460403,28502538.0829961,1.76525435831902e-07,106592309.791762,1743.99370112275
2026,"TX","Texas",186034302.5655,170513365.788933,94641075.9579208,9.4975397352649e-34,451258794.455119,70050.1427648791
2026,"UT","Utah",12379852.0713199,15367720.2764199,12961633.8069376,4.67729382349626e-21,40747379.8255191,38173.6708417898
2026,"VA","Virginia",58526990.5732785,65984259.5326,17315729.2208095,2.64199810681739e-08,142014884.75063,187905.423941594
2026,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2026,"WA","Washington",42068836.0572823,38270409.6398167,27578939.3765668,3.26846402653885e-34,107924523.339801,6338.26613561176
2026,"WI","Wisconsin",21499845.1244782,31054258.7584716,23957282.7602516,1.09034965936225e-34,76511386.6432014,0
2026,"WV","West Virginia",15091620.2508535,7742262.86510984,11855065.2630799,1.7112587515235e-12,34693121.1009251,4172.72188186839
2026,"WY","Wyoming",3364661.10089983,3599673.43155848,10009401.5493091,1.61870236172302e-35,16973736.0817674,0
2027,"AK","Alaska",2580971.47893258,3527786.43621756,2145115.01296222,1.95401881073583e-05,8253872.9281319,0
2027,"AL","Alabama",31004169.6934405,22677329.4793337,33727799.4098866,1.81984092481057e-08,87409298.5826609,0
2027,"AR","Arkansas",22732550.7268906,16714776.5966102,18100440.4964755,1.27230526798904e-34,57548229.0277803,461.207804032489
2027,"AZ","Arizona",46886922.1662413,41582645.6441125,12428935.0079918,4.78871497795147e-09,100898502.818346,0
2027,"CA","California",108575631.894718,121791635.814435,47288748.4446002,0.00530244031997409,278340823.358061,684807.199005063
2027,"CO","Colorado",24622098.3447108,19997215.1671523,22343446.4666782,13.5216316142643,67014315.2650968,51541.7649239669
2027,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2027,"DC","District of Columbia",2364191.39075126,9739036.1138173,218375.786691323,0.000119587319560051,12646207.6885219,324604.397142406
2027,"DE","Delaware",6114265.61031468,3866741.39199003,2754604.67068583,1.73693445834193e-35,12735611.6729905,0
2027,"FL","Florida",93796493.4559076,97394579.8237003,16425627.1790517,1.19550765359719e-08,207700595.634909,83895.1762492474
2027,"GA","Georgia",45609720.8666308,41998067.8413145,31654339.7473748,7.70947266597367e-11,119419084.836185,156956.380864505
2027,"HI","Hawaii",636402.838298246,2895137.14807048,3661679.31053312,6.01312903699898e-36,7193219.29690185,0
2027,"IA","Iowa",17096074.2392699,16326951.3123154,24340333.820022,0.0106346214025627,57763395.7550198,36.372777890282
2027,"ID","Idaho",10192734.9480815,5971902.42820747,9574324.4149632,0.00142150903432549,25738961.7926737,0
2027,"IL","Illinois",61658691.3820342,38731847.0324725,45193901.77918,1.17611525318179e-33,146134511.495948,550071.302261637
2027,"IN","Indiana",40473803.5886147,29578703.4608083,49980034.9055898,6.36987996571104e-35,120052831.99686,20290.0418468356
2027,"KS","Kansas",16554713.1855741,20695429.277946,13364060.1681324,0.00118258649512965,50614202.632835,0
2027,"KY","Kentucky",21223034.8776127,26502470.8272184,44125813.2970004,7.53568544627701e-09,91851319.0018315,0
2027,"LA","Louisiana",36156029.1843605,31888109.1272337,30385650.9687721,1.05394077857511e-06,98440375.3064021,10586.0260346895
2027,"MA","Massachusetts",24481039.7006053,17722928.0592514,16927209.685885,5.97087082004907e-09,59481017.1909842,349839.745242468
2027,"MD","Maryland",34084707.9073308,30107590.3107103,4499877.77023141,1.36191176111394e-07,69220218.8912532,528042.902980578
2027,"ME","Maine",4480726.06818493,5474208.74271927,3026010.86042226,0.0762276490435278,12980945.7475541,0
2027,"MI","Michigan",43291252.6955118,41207865.7189072,31471020.7484945,9.4132411943722e-07,115976719.546104,6580.38318909119
2027,"MN","Minnesota",28294186.4454664,22495791.5183464,23374890.8782914,1.32244860191393e-10,74182178.0260466,17309.1839424566
2027,"MO","Missouri",33601396.09843,24507856.3265465,17544427.5604523,2.18333738302773e-34,75675269.0134327,21589.0280039028
2027,"MS","Mississippi",19975745.1868155,17557289.6472589,16418867.9595979,4.0353063199508e-15,53951902.7936723,0
2027,"MT","Montana",5824825.00570263,6583626.16343834,4221192.85981641,0.0159747221946598,16629644.0449321,0
2027,"NC","North Carolina",79615243.0818046,39841079.5793838,26896088.8249815,6.238168688543e-15,146359535.494969,7124.00879914413
2027,"ND","North Dakota",4484764.77954282,7335628.19459202,5123501.21908953,1.36949640128144e-08,16943894.1932244,0
2027,"NE","Nebraska",12714612.3751903,12559852.1949335,15396865.0214851,0.0313960448219353,40671329.6230049,0
2027,"NH","New Hampshire",4482998.29527593,5564792.851449,1951510.31315432,2.69969767474845e-18,11999301.4598793,0
2027,"NJ","New Jersey",26430108.2371647,27182473.9509682,2275355.4043578,2.48943125948846e-34,56175086.8673992,287149.274908493
2027,"NM","New Mexico",7476787.7996646,11337705.0191213,9701346.1827653,8.91506872088373e-07,28515839.0015521,0
2027,"NV","Nevada",17291032.2760511,13457149.0215405,17690241.6926403,1.74199101392675e-09,48446550.9851291,8127.99489722433
2027,"NY","New York",59938718.0533798,100146993.13688,13486.107115563,5.64276397432523e-33,162859505.355282,2760308.05790723
2027,"OH","Ohio",61797784.3466072,61309705.9469432,53379337.9035714,1.93951392161484e-07,176520757.204152,33929.007030036
2027,"OK","Oklahoma",29293683.5057335,19961104.5086258,16569724.8390348,0.0447494162303851,65824512.8981435,0
2027,"OR","Oregon",20972279.8109608,16926055.7241163,12005574.4484452,3.09695658044299e-05,49928713.9922689,24804.008715625
2027,"PA","Pennsylvania",65557244.91518,11996109.1275581,47173947.5029558,7.06333628908854e-07,125602341.069649,875039.523954032
2027,"RI","Rhode Island",3726463.35031081,3639868.05308249,925817.920914897,9.27290006396316e-36,8315818.74847645,23669.4241682595
2027,"SC","South Carolina",41923286.9016349,17419375.8231921,28163948.9955344,1.23995491991752e-14,87506611.7203614,0
2027,"SD","South Dakota",5616012.8372177,6864018.32835684,2723856.23657269,0.00143947250614684,15203887.4035867,0
2027,"TN","Tennessee",50311392.0763005,28150228.5460403,28502538.0829961,1.76525435831902e-07,106965902.699038,1743.99370112275
2027,"TX","Texas",189241181.801526,173209105.671418,94641075.9579208,9.4975397352649e-34,457161413.57363,70050.1427648791
2027,"UT","Utah",12607851.2112592,15693785.5248561,13195023.5642847,4.67729382349626e-21,41534833.9712418,38173.6708417898
2027,"VA","Virginia",59411854.8841437,67357647.6834616,17315729.2208095,2.64199810681739e-08,144273137.212356,187905.423941594
2027,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2027,"WA","Washington",42472430.9945262,38903483.2737651,27578939.3765668,3.26846402653885e-34,108961191.910994,6338.26613561176
2027,"WI","Wisconsin",21459813.7426954,31599344.7740769,23968578.3412352,1.09034965936225e-34,77027736.8580076,0
2027,"WV","West Virginia",15290175.8166835,7730816.83200571,11855065.2630799,1.7112587515235e-12,34880230.633651,4172.72188186839
2027,"WY","Wyoming",3407763.87797097,3551711.06421302,10009401.5493091,1.61870236172302e-35,16968876.4914931,0
2028,"AK","Alaska",2608941.97221841,3571227.98371093,2196044.21069658,1.95401881073583e-05,8376214.16664547,0
2028,"AL","Alabama",30816415.7922025,22735868.3988468,33727799.4098866,1.81984092481057e-08,87280083.600936,0
2028,"AR","Arkansas",22955514.8253004,17015198.9942031,18142447.3393009,1.27230526798904e-34,58113622.3666084,461.207804032489
2028,"AZ","Arizona",47816899.3826902,42375334.1586035,12428935.0079918,4.78871497795147e-09,102621168.549286,0
2028,"CA","California",109807465.861562,121791635.814435,47288748.4446002,0.00530244031997409,279572657.324905,684807.199005063
2028,"CO","Colorado",25045591.809568,19997215.1671523,22799360.1024044,13.5216316142643,67893722.3656802,51541.7649239669
2028,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2028,"DC","District of Columbia",2385619.90130813,9804715.14282001,218375.786691323,0.000119587319560051,12733315.2280815,324604.397142406
2028,"DE","Delaware",6213170.36513625,3839552.3818584,2754604.67068583,1.73693445834193e-35,12807327.4176805,0
2028,"FL","Florida",92338417.8187405,97751697.4917471,16425627.1790517,1.19550765359719e-08,206599637.665789,83895.1762492474
2028,"GA","Georgia",44738620.7165048,41711698.2607609,31663769.9787685,7.70947266597367e-11,118271045.336899,156956.380864505
2028,"HI","Hawaii",495382.292741488,2872266.73373304,3661679.31053312,6.01312903699898e-36,7029328.33700765,0
2028,"IA","Iowa",17272066.6527067,16596276.5835779,24662243.4887167,0.0106346214025627,58530623.1084138,36.372777890282
2028,"ID","Idaho",10320759.5053989,5971902.42820747,9574324.4149632,0.00142150903432549,25866986.3499911,0
2028,"IL","Illinois",62427363.9332859,37939217.8287963,45193901.77918,1.17611525318179e-33,146110554.843524,550071.302261637
2028,"IN","Indiana",40767886.3929826,29795820.1039362,50053991.9162214,6.36987996571104e-35,120637988.454987,20290.0418468356
2028,"KS","Kansas",16675934.6135548,21035957.9706466,13519700.8372769,0.00118258649512965,51231593.4226609,0
2028,"KY","Kentucky",20774704.4614312,27018335.6120501,44125813.2970004,7.53568544627701e-09,91918853.3704817,0
2028,"LA","Louisiana",36410185.0524636,32397663.8969271,30385650.9687721,1.05394077857511e-06,99204085.9441985,10586.0260346895
2028,"MA","Massachusetts",24742300.4864758,17722928.0592514,16927209.685885,5.97087082004907e-09,59742277.9768546,349839.745242468
2028,"MD","Maryland",34542475.0190603,30107590.3107103,4499877.77023141,1.36191176111394e-07,69677986.0029827,528042.902980578
2028,"ME","Maine",4480726.06818493,5568942.9793043,3026010.86042226,0.0762276490435278,13075679.9841391,0
2028,"MI","Michigan",43851607.1835411,41299498.6522778,31471020.7484945,9.4132411943722e-07,116628706.967503,6580.38318909119
2028,"MN","Minnesota",28695821.4097665,22495791.5183464,23374890.8782914,1.32244860191393e-10,74583812.9903468,17309.1839424566
2028,"MO","Missouri",33385001.985678,24089810.7972354,17544427.5604523,2.18333738302773e-34,75040829.3713696,21589.0280039028
2028,"MS","Mississippi",20039114.827414,17822129.9989693,16428132.4377584,4.0353063199508e-15,54289377.2641417,0
2028,"MT","Montana",5889480.91569097,6692374.33479942,4221192.85981641,0.0159747221946598,16803048.1262815,0
2028,"NC","North Carolina",80869044.9043591,39377421.2593987,26896088.8249815,6.238168688543e-15,147149678.997538,7124.00879914413
2028,"ND","North Dakota",4484764.77954282,7484096.30058182,5123501.21908953,1.36949640128144e-08,17092362.2992142,0
2028,"NE","Nebraska",12875663.4793596,12778818.5836397,15695260.0969544,0.0313960448219353,41349742.1913497,0
2028,"NH","New Hampshire",4484640.5586671,5636609.47330343,1951510.31315432,2.69969767474845e-18,12072760.3451249,0
2028,"NJ","New Jersey",26256439.7323913,26427522.3279269,1909219.72835433,2.48943125948846e-34,54880331.0635811,287149.274908493
2028,"NM","New Mexico",7514746.78522543,11479987.2082028,9864822.81877801,8.91506872088373e-07,28859556.8122072,0
2028,"NV","Nevada",17637559.4475428,13733318.5129105,17953961.7574325,1.74199101392675e-09,49332967.7127831,8127.99489722433
2028,"NY","New York",60530118.7722774,101752059.842798,0,5.64276397432523e-33,165042486.672983,2760308.05790723
2028,"OH","Ohio",62168508.5615618,62253252.2190396,53379337.9035714,1.93951392161484e-07,177835027.691203,33929.007030036
2028,"OK","Oklahoma",29676754.9500372,19961104.5086258,16569724.8390348,0.0447494162303851,66207584.3424472,0
2028,"OR","Oregon",21042466.9986555,16972861.4648778,12005574.4484452,3.09695658044299e-05,50045706.9207251,24804.008715625
2028,"PA","Pennsylvania",66339575.6617259,9880854.48814611,47173947.5029558,7.06333628908854e-07,124269417.176783,875039.523954032
2028,"RI","Rhode Island",3765865.07161028,3639868.05308249,925817.920914897,9.27290006396316e-36,8355220.46977593,23669.4241682595
2028,"SC","South Carolina",42565133.27105,17141113.8314688,28163948.9955344,1.23995491991752e-14,87870196.0980532,0
2028,"SD","South Dakota",5686900.24270192,7017436.79141515,2723856.23657269,0.00143947250614684,15428193.2721292,0
2028,"TN","Tennessee",50676333.826252,28150228.5460403,28502538.0829961,1.76525435831902e-07,107330844.44899,1743.99370112275
2028,"TX","Texas",192448061.037553,175904845.553904,94641075.9579208,9.4975397352649e-34,463064032.692142,70050.1427648791
2028,"UT","Utah",12835850.3511986,16019850.7732923,13428413.3216319,4.67729382349626e-21,42322288.1169646,38173.6708417898
2028,"VA","Virginia",60296719.1950088,68731035.8343231,17315729.2208095,2.64199810681739e-08,146531389.674083,187905.423941594
2028,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2028,"WA","Washington",42876025.9317701,39536556.9077136,27578939.3765668,3.26846402653885e-34,109997860.482186,6338.26613561176
2028,"WI","Wisconsin",21419782.3609127,32144430.7896822,23978675.3149958,1.09034965936225e-34,77542888.4655907,0
2028,"WV","West Virginia",15488731.3825135,7719370.79890158,11855065.2630799,1.7112587515235e-12,35067340.1663769,4172.72188186839
2028,"WY","Wyoming",3450866.65504211,3503748.69686757,10009401.5493091,1.61870236172302e-35,16964016.9012188,0
2029,"AK","Alaska",2636912.46550425,3614669.53120431,2246973.40843094,1.95401881073583e-05,8498555.40515903,0
2029,"AL","Alabama",30628661.8909646,22794407.3183599,33727799.4098866,1.81984092481057e-08,87150868.6192111,0
2029,"AR","Arkansas",23173989.5972014,17315621.391796,18181426.9572407,1.27230526798904e-34,58671499.1540422,461.207804032489
2029,"AZ","Arizona",48746876.5991391,43168022.6730946,12428935.0079918,4.78871497795147e-09,104343834.280225,0
2029,"CA","California",111039299.828406,121791635.814435,47288748.4446002,0.00530244031997409,280804491.291749,684807.199005063
2029,"CO","Colorado",25469085.2744252,19997215.1671523,23255273.7381305,13.5216316142643,68773129.4662636,51541.7649239669
2029,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2029,"DC","District of Columbia",2407048.41186501,9870394.17182272,218375.786691323,0.000119587319560051,12820422.7676411,324604.397142406
2029,"DE","Delaware",6312075.11995781,3812363.37172677,2754604.67068583,1.73693445834193e-35,12879043.1623704,0
2029,"FL","Florida",90880342.1815734,98108815.1597939,16425627.1790517,1.19550765359719e-08,205498679.696668,83895.1762492474
2029,"GA","Georgia",43867520.5663788,41425328.6802074,31672125.9938069,7.70947266597367e-11,117121931.621258,156956.380864505
2029,"HI","Hawaii",354361.747184731,2849396.31939561,3661679.31053312,6.01312903699898e-36,6865437.37711345,0
2029,"IA","Iowa",17448059.0661435,16865601.8548404,24984153.1574114,0.0106346214025627,59297850.4618078,36.372777890282
2029,"ID","Idaho",10448784.0627163,5971902.42820747,9574324.4149632,0.00142150903432549,25995010.9073085,0
2029,"IL","Illinois",63196036.4845376,37146588.6251202,45193901.77918,1.17611525318179e-33,146086598.191099,550071.302261637
2029,"IN","Indiana",41054949.3177862,30007185.8770225,50122749.9240469,6.36987996571104e-35,121205175.160702,20290.0418468356
2029,"KS","Kansas",16794287.281026,21376486.6633472,13675341.5064214,0.00118258649512965,51846115.4519771,0
2029,"KY","Kentucky",20326374.0452497,27534200.3968817,44125813.2970004,7.53568544627701e-09,91986387.7391318,0
2029,"LA","Louisiana",36658352.9956369,32907218.6666204,30385650.9687721,1.05394077857511e-06,99961808.6570651,10586.0260346895
2029,"MA","Massachusetts",25003561.2723462,17722928.0592514,16927209.685885,5.97087082004907e-09,60003538.762725,349839.745242468
2029,"MD","Maryland",35000242.1307898,30107590.3107103,4499877.77023141,1.36191176111394e-07,70135753.1147123,528042.902980578
2029,"ME","Maine",4480726.06818493,5663677.21588934,3026010.86042226,0.0762276490435278,13170414.2207242,0
2029,"MI","Michigan",44411961.6715704,41384499.719823,31471020.7484945,9.4132411943722e-07,117274062.523078,6580.38318909119
2029,"MN","Minnesota",29097456.3740666,22495791.5183464,23374890.8782914,1.32244860191393e-10,74985447.9546469,17309.1839424566
2029,"MO","Missouri",33168607.872926,23671765.2679242,17544427.5604523,2.18333738302773e-34,74406389.7293064,21589.0280039028
2029,"MS","Mississippi",20102484.4680125,18086970.3506797,16436596.42497,4.0353063199508e-15,54626051.2436622,0
2029,"MT","Montana",5954136.82567932,6801122.50616049,4221192.85981641,0.0159747221946598,16976452.2076309,0
2029,"NC","North Carolina",82122846.7269135,38913762.9394136,26896088.8249815,6.238168688543e-15,147939822.500108,7124.00879914413
2029,"ND","North Dakota",4484764.77954282,7632564.40657162,5123501.21908953,1.36949640128144e-08,17240830.405204,0
2029,"NE","Nebraska",13036714.5835288,12997784.9723458,15993655.1724237,0.0313960448219353,42028154.7596944,0
2029,"NH","New Hampshire",4486282.82205827,5708426.09515785,1951510.31315432,2.69969767474845e-18,12146219.2303704,0
2029,"NJ","New Jersey",26082771.2276179,25672570.7048856,1543084.05235087,2.48943125948846e-34,53585575.2597629,287149.274908493
2029,"NM","New Mexico",7552705.77078626,11622269.3972844,10028299.4547907,8.91506872088373e-07,29203274.6228623,0
2029,"NV","Nevada",17984086.6190345,14009488.0042805,18217681.8222248,1.74199101392675e-09,50219384.440437,8127.99489722433
2029,"NY","New York",61121519.491175,103357126.548717,0,5.64276397432523e-33,167238954.097799,2760308.05790723
2029,"OH","Ohio",62530065.7140128,63196798.4911361,53379337.9035714,1.93951392161484e-07,179140131.115751,33929.007030036
2029,"OK","Oklahoma",30059826.3943409,19961104.5086258,16569724.8390348,0.0447494162303851,66590655.7867509,0
2029,"OR","Oregon",21110189.4648244,17017158.1980847,12005574.4484452,3.09695658044299e-05,50157726.1201008,24804.008715625
2029,"PA","Pennsylvania",67121906.4082719,7765599.84873411,47173947.5029558,7.06333628908854e-07,122936493.283917,875039.523954032
2029,"RI","Rhode Island",3805266.79290976,3639868.05308249,925817.920914897,9.27290006396316e-36,8394622.1910754,23669.4241682595
2029,"SC","South Carolina",43206979.6404651,16862851.8397455,28163948.9955344,1.23995491991752e-14,88233780.475745,0
2029,"SD","South Dakota",5757787.64818613,7170855.25447346,2723856.23657269,0.00143947250614684,15652499.1406717,0
2029,"TN","Tennessee",51032824.7506346,28150228.5460403,28502538.0829961,1.76525435831902e-07,107687335.373372,1743.99370112275
2029,"TX","Texas",195654940.273579,178600585.436389,94641075.9579208,9.4975397352649e-34,468966651.810654,70050.1427648791
2029,"UT","Utah",13063849.4911379,16345916.0217286,13661803.078979,4.67729382349626e-21,43109742.2626873,38173.6708417898
2029,"VA","Virginia",61181583.5058739,70104423.9851846,17315729.2208095,2.64199810681739e-08,148789642.13581,187905.423941594
2029,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2029,"WA","Washington",43279620.8690139,40169630.5416621,27578939.3765668,3.26846402653885e-34,111034529.053378,6338.26613561176
2029,"WI","Wisconsin",21379750.97913,32689516.8052876,23987700.8692607,1.09034965936225e-34,78056968.6536782,0
2029,"WV","West Virginia",15687286.9483435,7707924.76579745,11855065.2630799,1.7112587515235e-12,35254449.6991028,4172.72188186839
2029,"WY","Wyoming",3493969.43211325,3455786.32952211,10009401.5493091,1.61870236172302e-35,16959157.3109445,0
2030,"AK","Alaska",2664882.95879008,3658111.07869769,2297902.6061653,1.95401881073583e-05,8620896.6436726,0
2030,"AL","Alabama",30440907.9897266,22852946.237873,33727799.4098866,1.81984092481057e-08,87021653.6374862,0
2030,"AR","Arkansas",23388065.4340633,17616043.7893889,18217597.5073829,1.27230526798904e-34,59222167.9386391,461.207804032489
2030,"AZ","Arizona",49676853.815588,43960711.1875856,12428935.0079918,4.78871497795147e-09,106066500.011165,0
2030,"CA","California",112271133.79525,121791635.814435,47288748.4446002,0.00530244031997409,282036325.258593,684807.199005063
2030,"CO","Colorado",25892578.7392825,19997215.1671523,23711187.3738567,13.5216316142643,69652536.566847,51541.7649239669
2030,"CT","Connecticut",12768311.3363761,12995956.7436815,3565954.23668056,7.09697277237904e-35,29522765.3672551,192543.050517021
2030,"DC","District of Columbia",2428476.92242189,9936073.20082543,218375.786691323,0.000119587319560051,12907530.3072006,324604.397142406
2030,"DE","Delaware",6410979.87477937,3785174.36159514,2754604.67068583,1.73693445834193e-35,12950758.9070603,0
2030,"FL","Florida",89422266.5444063,98465932.8278408,16425627.1790517,1.19550765359719e-08,204397721.727548,83895.1762492474
2030,"GA","Georgia",42996420.4162528,41138959.0996538,31679530.1586048,7.70947266597367e-11,115971866.055376,156956.380864505
2030,"HI","Hawaii",213341.201627973,2826525.90505817,3661679.31053312,6.01312903699898e-36,6701546.41721925,0
2030,"IA","Iowa",17624051.4795803,17134927.1261029,25306062.8261061,0.0106346214025627,60065077.8152018,36.372777890282
2030,"ID","Idaho",10576808.6200337,5971902.42820747,9574324.4149632,0.00142150903432549,26123035.4646259,0
2030,"IL","Illinois",63964709.0357893,36353959.421444,45193901.77918,1.17611525318179e-33,146062641.538675,550071.302261637
2030,"IN","Indiana",41335159.9304874,30212953.1060509,50186674.4066588,6.36987996571104e-35,121755077.485044,20290.0418468356
2030,"KS","Kansas",16909839.0785165,21717015.3560478,13830982.1755659,0.00118258649512965,52457836.6113128,0
2030,"KY","Kentucky",19878043.6290682,28050065.1817134,44125813.2970004,7.53568544627701e-09,92053922.107782,0
2030,"LA","Louisiana",36900674.0896903,33416773.4363137,30385650.9687721,1.05394077857511e-06,100713684.520812,10586.0260346895
2030,"MA","Massachusetts",25264822.0582166,17722928.0592514,16927209.685885,5.97087082004907e-09,60264799.5485955,349839.745242468
2030,"MD","Maryland",35458009.2425194,30107590.3107103,4499877.77023141,1.36191176111394e-07,70593520.2264418,528042.902980578
2030,"ME","Maine",4480726.06818493,5758411.45247438,3026010.86042226,0.0762276490435278,13265148.4573092,0
2030,"MI","Michigan",44972316.1595996,41463348.8979301,31471020.7484945,9.4132411943722e-07,117913266.189214,6580.38318909119
2030,"MN","Minnesota",29499091.3383667,22495791.5183464,23374890.8782914,1.32244860191393e-10,75387082.918947,17309.1839424566
2030,"MO","Missouri",32952213.7601741,23253719.7386131,17544427.5604523,2.18333738302773e-34,73771950.0872433,21589.0280039028
2030,"MS","Mississippi",20165854.1086111,18351810.70239,16444329.0871101,4.0353063199508e-15,54961993.8981112,0
2030,"MT","Montana",6018792.73566766,6909870.67752157,4221192.85981641,0.0159747221946598,17149856.2889804,0
2030,"NC","North Carolina",83376648.549468,38450104.6194285,26896088.8249815,6.238168688543e-15,148729966.002677,7124.00879914413
2030,"ND","North Dakota",4484764.77954282,7781032.51256141,5123501.21908953,1.36949640128144e-08,17389298.5111938,0
2030,"NE","Nebraska",13197765.6876981,13216751.361052,16292050.247893,0.0313960448219353,42706567.3280392,0
2030,"NH","New Hampshire",4487925.08544944,5780242.71701228,1951510.31315432,2.69969767474845e-18,12219678.115616,0
2030,"NJ","New Jersey",25909102.7228445,24917619.0818444,1176948.3763474,2.48943125948846e-34,52290819.4559448,287149.274908493
2030,"NM","New Mexico",7590664.75634709,11764551.5863659,10191776.0908034,8.91506872088373e-07,29546992.4335173,0
2030,"NV","Nevada",18330613.7905262,14285657.4956505,18481401.887017,1.74199101392675e-09,51105801.168091,8127.99489722433
2030,"NY","New York",61712920.2100726,104962193.254636,0,5.64276397432523e-33,169435421.522615,2760308.05790723
2030,"OH","Ohio",62882682.4819908,64140344.7632325,53379337.9035714,1.93951392161484e-07,180436294.155825,33929.007030036
2030,"OK","Oklahoma",30442897.8386446,19961104.5086258,16569724.8390348,0.0447494162303851,66973727.2310546,0
2030,"OR","Oregon",21175533.7616203,17059080.4183268,12005574.4484452,3.09695658044299e-05,50264992.6371389,24804.008715625
2030,"PA","Pennsylvania",67904237.1548178,5650345.20932211,47173947.5029558,7.06333628908854e-07,121603569.39105,875039.523954032
2030,"RI","Rhode Island",3844668.51420924,3639868.05308249,925817.920914897,9.27290006396316e-36,8434023.91237488,23669.4241682595
2030,"SC","South Carolina",43848826.0098802,16584589.8480222,28163948.9955344,1.23995491991752e-14,88597364.8534368,0
2030,"SD","South Dakota",5828675.05367035,7324273.71753177,2723856.23657269,0.00143947250614684,15876805.0092143,0
2030,"TN","Tennessee",51381060.542193,28150228.5460403,28502538.0829961,1.76525435831902e-07,108035571.164931,1743.99370112275
2030,"TX","Texas",198861819.509606,181296325.318875,94641075.9579208,9.4975397352649e-34,474869270.929166,70050.1427648791
2030,"UT","Utah",13291848.6310772,16671981.2701648,13895192.8363262,4.67729382349626e-21,43897196.40841,38173.6708417898
2030,"VA","Virginia",62066447.8167391,71477812.1360462,17315729.2208095,2.64199810681739e-08,151047894.597536,187905.423941594
2030,"VT","Vermont",2096703.40018264,1993893.47079505,1421413.62786488,4.37988178451538e-12,5512010.49884257,0
2030,"WA","Washington",43683215.8062578,40802704.1756105,27578939.3765668,3.26846402653885e-34,112071197.624571,6338.26613561176
2030,"WI","Wisconsin",21339719.5973473,33234602.8208929,23995768.6954946,1.09034965936225e-34,78570091.1137347,0
2030,"WV","West Virginia",15885842.5141735,7696478.73269332,11855065.2630799,1.7112587515235e-12,35441559.2318286,4172.72188186839
